event_id,stock_code,company_name,cb_code,short_name,issue_date,signal_date,signal_session_offset,signal_calendar_days_after_issue,ma5,ma10,ma20,trust_net_buy_shares,outstanding_shares,share_count_effective_date,trust_daily_pct_capital,entry_date,entry_price,entry_price_basis,mature_365d,hit_100_365d,days_to_100_365d,max_high_return_365d,max_high_date_365d,min_low_return_365d,fixed_return_365d,current_return_pct
3653|36533|2020-10-30,3653,健策精密工業股份有限公司,36533,健策三,2020-10-30,2020-12-08,27,39,235.119,234.4879,231.5215,378000.0,121025400.0,2019-12-31,0.312331,2020-12-09,244.88057734242958,next_session_open,True,False,,61.4958,2021-12-03,-30.5842,50.2857,
6477|64772|2020-10-30,6477,安集科技股份有限公司,64772,安集二,2020-10-30,2020-12-24,39,55,58.6943,56.888,56.5795,408000.0,94456600.0,2019-12-31,0.431944,2020-12-25,65.63314500376387,next_session_open,True,False,,3.951,2020-12-25,-57.9376,-31.8492,
3324|33244|2020-11-12,3324,雙鴻科技股份有限公司,33244,雙鴻四,2020-11-12,2020-11-12,0,0,212.8329,204.7212,199.1307,2372000.0,86449800.0,2019-12-31,2.743789,2020-11-13,231.51169836544295,next_session_open,True,False,,0.5682,2020-11-13,-48.8636,-32.7496,
3413|34132|2020-11-16,3413,京鼎精密科技股份有限公司,34132,京鼎二,2020-11-16,2020-12-03,13,17,159.7381,158.7422,153.8389,208000.0,82687500.0,2019-12-31,0.25155,2020-12-04,167.7824980446656,next_session_open,True,False,,28.5388,2021-04-08,-16.2101,10.4276,
3141|31411|2020-11-25,3141,晶宏半導體股份有限公司,31411,晶宏一,2020-11-25,2020-12-09,10,14,36.5319,36.1416,34.6057,178000.0,63917500.0,2019-12-31,0.278484,2020-12-10,40.407371520996094,next_session_open,True,True,180,550.3949,2021-11-15,-12.9545,518.4456,
2636|26364|2020-12-02,2636,台驊國際投資控股股份有限公司,26364,台驊投控四,2020-12-02,2021-04-22,89,141,41.6022,38.8884,37.2055,529000.0,127157410.0,2020-12-31,0.41602,2021-04-23,42.814141953744254,next_session_open,True,True,41,393.8462,2021-07-05,-8.9231,94.4338,
2034|20343|2020-12-15,2034,允強實業股份有限公司,20343,允強三,2020-12-15,2021-05-07,90,143,23.6515,23.427,23.0588,1994000.0,437130710.0,2020-12-31,0.456156,2021-05-10,27.17200792339486,next_session_open,True,False,,37.1015,2021-07-20,-23.1884,-6.1547,
6196|61964|2020-12-15,6196,帆宣系統科技股份有限公司,61964,帆宣四,2020-12-15,2021-12-09,240,359,132.8044,130.0447,129.1744,708000.0,187219200.0,2020-12-31,0.378166,2021-12-10,139.25783949997566,next_session_open,True,False,,18.9024,2021-12-30,-39.5608,-21.4291,
1513|15132|2020-12-17,1513,中興電工機械股份有限公司,15132,中興電二,2020-12-17,2021-03-11,51,84,42.2984,42.0627,41.0345,2162000.0,476134300.0,2020-12-31,0.454074,2021-03-12,44.37919235229492,next_session_open,True,False,,6.7765,2021-04-13,-25.0331,-12.5546,
6224|62241|2021-01-18,6224,聚鼎科技股份有限公司,62241,聚鼎一,2021-01-18,2021-02-22,18,35,103.3696,93.3708,91.1014,200000.0,80001800.0,2020-12-31,0.249994,2021-02-23,110.30038682469782,next_session_open,True,False,,48.7619,2021-07-13,-26.6477,-13.7497,
6706|67061|2021-02-03,6706,惠特科技股份有限公司,67061,惠特一,2021-02-03,2021-03-16,21,41,139.3437,136.3871,136.2586,605000.0,67177900.0,2020-12-31,0.900594,2021-03-17,148.68469045302447,next_session_open,True,False,,52.7011,2022-01-12,-25.3602,9.0722,
3484|34842|2021-02-05,3484,崧騰企業股份有限公司,34842,崧騰二,2021-02-05,2021-12-21,211,319,64.2241,63.8268,63.7335,151000.0,69736600.0,2020-12-31,0.216529,2021-12-22,68.60305425788256,next_session_open,True,False,,13.4752,2021-12-24,-49.8826,-45.1999,
5457|54572|2021-03-10,5457,宣德科技股份有限公司,54572,宣德二,2021-03-10,2021-06-25,72,107,64.4123,62.2635,60.9604,803000.0,169355000.0,2020-12-31,0.474152,2021-06-28,70.67746747205341,next_session_open,True,False,,20.1465,2021-07-13,-37.0592,-30.2886,
2610|26107|2021-04-28,2610,中華航空股份有限公司,26107,華航七,2021-04-28,2021-11-16,139,202,20.9262,18.7368,16.3281,20046000.0,5420984700.0,2020-12-31,0.369785,2021-11-17,22.549765521082385,next_session_open,True,False,,16.1818,2022-02-18,-40.424,-34.7681,
2603|26034|2021-05-18,2603,長榮海運股份有限公司,26034,長榮四,2021-05-18,2021-06-18,22,31,114.9955,106.5854,94.4551,10217000.0,4990902100.0,2020-12-31,0.204712,2021-06-21,119.28639150920667,next_session_open,True,False,,67.6259,2021-07-06,-37.2944,-19.3261,
8097|80972|2021-06-21,8097,常珵科技股份有限公司,80972,常珵二,2021-06-21,2022-06-02,233,346,71.1145,64.0121,56.2716,652000.0,39951300.0,2021-12-31,1.631987,2022-06-06,82.96687110452274,next_session_open,True,False,,3.956,2022-09-01,-51.2161,-32.7918,
3707|37073|2021-06-22,3707,漢磊先進投資控股股份有限公司,37073,漢磊三,2021-06-22,2021-07-14,16,22,88.6721,83.6574,82.1977,668000.0,312187700.0,2020-12-31,0.213974,2021-07-15,98.3279132861329,next_session_open,True,False,,73.5,2021-11-02,-19.2839,-6.4969,
6175|61754|2021-07-15,6175,立敦科技(股)有限公司,61754,立敦四,2021-07-15,2021-07-20,3,5,39.754,39.6438,36.0237,389000.0,136363500.0,2020-12-31,0.285267,2021-07-21,42.50320130870249,next_session_open,True,False,,14.3954,2021-08-05,-42.9189,-33.4709,
6548|65481|2021-07-19,6548,長華科技股份有限公司,65481,長科一,2021-07-19,2021-07-22,3,3,32.1402,31.7497,28.9765,101000.0,36413100.0,2020-12-31,0.277373,2021-07-23,33.58965510286508,next_session_open,True,False,,13.7931,2021-09-01,-30.6929,-18.1468,
3042|30425|2021-07-26,3042,台灣晶技股份有限公司,30425,晶技五,2021-07-26,2022-03-24,161,241,77.7157,76.0688,74.8735,643000.0,309757000.0,2021-12-31,0.207582,2022-03-25,78.93001720952053,next_session_open,True,False,,0.4808,2022-03-25,-26.7443,-7.5657,
6182|61827|2021-07-27,6182,合晶科技股份有限公司,61827,合晶七,2021-07-27,2021-07-27,0,0,61.4654,59.9399,58.0196,1107000.0,510898410.0,2020-12-31,0.216677,2021-07-28,63.06190469233883,next_session_open,True,False,,28.7918,2021-12-08,-37.8346,-30.4439,
2338|23383|2021-08-03,2338,台灣光罩股份有限公司,23383,光罩三,2021-08-03,2021-11-09,67,98,84.628,80.3837,76.2455,677000.0,252713590.0,2020-12-31,0.267892,2021-11-10,85.90132617248042,next_session_open,True,False,,25.6713,2021-12-07,-44.9541,-27.2667,
6477|64773|2021-08-04,6477,安集科技股份有限公司,64773,安集三,2021-08-04,2021-10-14,48,71,32.6613,32.034,31.1665,992000.0,107449000.0,2020-12-31,0.923229,2021-10-15,38.3199748985035,next_session_open,True,False,,60.3345,2022-04-13,-7.7658,4.9067,
3533|35331|2021-08-19,3533,嘉澤端子工業股份有限公司,35331,嘉澤一,2021-08-19,2021-09-09,15,21,488.1886,483.4428,471.4079,448000.0,103477900.0,2020-12-31,0.432943,2021-09-10,530.0947350585096,next_session_open,True,False,,43.5811,2022-05-20,-13.1757,29.8657,
6217|62174|2021-08-27,6217,中國探針股份有限公司,62174,中探針四,2021-08-27,2021-09-09,9,13,40.4658,39.2284,37.0885,235000.0,65516400.00000001,2020-12-31,0.358689,2021-09-10,42.13339176737643,next_session_open,True,False,,49.7527,2022-08-01,-9.0526,12.2,
2618|26185|2021-09-01,2618,長榮航空股份有限公司,26185,長榮航五,2021-09-01,2021-11-16,51,76,21.9621,20.1387,17.7581,11018000.0,4853569500.0,2020-12-31,0.227008,2021-11-17,23.109337986867306,next_session_open,True,False,,33.3333,2022-04-14,-17.7434,-6.1733,
3483|34833|2021-09-29,3483,力致科技股份有限公司,34833,力致三,2021-09-29,2021-11-18,35,50,61.4034,59.4171,57.9469,698000.0,70686200.0,2020-12-31,0.987463,2021-11-19,70.77188620725643,next_session_open,True,False,,19.337,2021-12-06,-52.1547,-40.5525,
4739|47393|2021-10-28,4739,康普材料科技股份有限公司,47393,康普三,2021-10-28,2022-02-09,66,104,124.5122,122.135,121.978,306000.0,107029299.99999999,2021-12-31,0.285903,2022-02-10,130.52252268524757,next_session_open,True,False,,15.8075,2022-03-24,-42.3995,-27.8234,
6414|64144|2021-11-16,6414,樺漢科技股份有限公司,64144,樺漢四,2021-11-16,2021-11-29,9,13,181.7584,179.4649,179.3011,380000.0,93272000.0,2020-12-31,0.407411,2021-11-30,196.5841071898565,next_session_open,True,False,,15.8372,2022-01-05,-22.3872,-10.6803,
2731|27312|2021-12-09,2731,雄獅旅行社股份有限公司,27312,雄獅二,2021-12-09,2022-05-09,95,151,81.2175,79.6756,79.4777,350000.0,75286200.0,2021-12-31,0.464893,2022-05-10,83.2788959265448,next_session_open,True,False,,93.3466,2023-04-17,-26.7327,79.2484,
8299|82991|2021-12-17,8299,群聯電子股份有限公司,82991,群聯一,2021-12-17,2022-02-10,31,55,391.1859,386.6881,386.0155,490000.0,197074000.0,2021-12-31,0.248638,2022-02-11,419.9385402757294,next_session_open,True,False,,9.1091,2022-02-21,-48.1092,-23.8967,
3526|35265|2022-02-14,3526,凡甲科技股份有限公司,35265,凡甲五,2022-02-14,2022-03-21,24,35,140.3678,139.1993,137.6291,125000.0,58507710.0,2021-12-31,0.213647,2022-03-22,144.60369320970085,next_session_open,True,False,,5.5556,2022-03-30,-42.0438,-21.6367,
3346|33464|2022-02-17,3346,麗清科技股份有限公司,33464,麗清四,2022-02-17,2022-08-11,120,175,28.6784,28.3247,27.9554,422000.0,96637799.99999999,2021-12-31,0.436682,2022-08-12,32.32248505459012,next_session_open,True,False,,61.8173,2023-07-10,-21.0613,34.3787,
6187|61874|2022-02-22,6187,萬潤科技股份有限公司,61874,萬潤四,2022-02-22,2022-02-22,0,0,118.0052,116.6653,113.0697,168000.0,83323900.0,2021-12-31,0.201623,2022-02-23,117.91586834451427,next_session_open,True,False,,18.5606,2022-03-03,-56.8642,-42.8069,
6282|62821|2022-02-23,6282,康舒科技股份有限公司,62821,康舒一,2022-02-23,2023-02-02,230,344,31.6048,29.3204,28.5459,6039000.0,526291290.0,2022-12-31,1.147463,2023-02-03,35.20833969116211,next_session_open,True,False,,63.7543,2023-07-18,-8.094,13.8024,
3707|37074|2022-04-07,3707,漢磊科技股份有限公司,37074,漢磊四,2022-04-07,2022-05-25,33,48,117.3758,115.111,111.5414,1118000.0,330666400.0,2021-12-31,0.338105,2022-05-26,121.11760127494524,next_session_open,True,False,,10.5691,2022-06-08,-40.0887,-37.1503,
2383|23835|2022-04-25,2383,台光電子材料股份有限公司,23835,台光電五,2022-04-25,2022-05-24,20,29,202.0704,198.1003,197.4089,985000.0,332918300.0,2021-12-31,0.295868,2022-05-25,200.73215518377523,next_session_open,True,False,,8.2222,2022-06-08,-39.621,-3.771,
3548|35481|2022-04-28,3548,兆利科技工業股份有限公司,35481,兆利一,2022-04-28,2023-05-12,252,379,64.2441,62.9949,62.5399,126000.0,60121399.99999999,2022-12-31,0.209576,2023-05-15,69.2408965584595,next_session_open,True,True,141,304.6852,2024-03-08,-13.2732,182.8083,
5388|53886|2022-05-17,5388,中磊電子股份有限公司,53886,中磊六,2022-05-17,2022-07-14,41,58,73.7882,69.9897,69.8264,770000.0,252389799.99999997,2021-12-31,0.305084,2022-07-15,77.77585915029994,next_session_open,True,False,,40.9818,2023-07-13,-18.674,35.7602,
3033|30336|2022-06-01,3033,威健實業股份有限公司,30336,威健六,2022-06-01,2023-06-08,248,372,26.3201,25.7149,25.2376,1164000.0,423543200.0,2022-12-31,0.274824,2023-06-09,27.17306119179462,next_session_open,True,False,,34.8639,2024-05-30,-12.0095,25.8182,
6570|65701|2022-06-06,6570,維田科技股份有限公司,65701,維田一,2022-06-06,2023-05-16,229,344,57.8174,56.4521,55.1893,81000.0,36289800.0,2022-12-31,0.223203,2023-05-17,57.16888148958705,next_session_open,True,False,,15.466,2023-07-18,-22.6014,-15.3355,
6285|62853|2022-06-27,6285,啟碁科技股份有限公司,62853,啟碁三,2022-06-27,2022-08-10,32,44,68.5119,65.9639,63.905,1271000.0,396558510.0,2021-12-31,0.320508,2022-08-11,71.54884226178848,next_session_open,True,False,,55.5025,2023-07-18,-7.4341,48.6329,
3680|36803|2022-07-07,3680,家登精密工業股份有限公司,36803,家登三,2022-07-07,2022-07-22,11,15,191.9366,180.5118,180.0777,200000.0,84097300.0,2021-12-31,0.23782,2022-07-25,191.93662113989856,next_session_open,True,True,323,114.0285,2023-06-27,-5.7143,76.6894,
2497|24972|2022-07-07,2497,怡利電子工業股份有限公司,24972,怡利電二,2022-07-07,2022-08-24,34,48,71.1048,69.2921,67.3591,693000.0,118798500.0,2021-12-31,0.583341,2022-08-25,74.45291576342626,next_session_open,True,False,,15.9006,2022-09-15,-25.8385,-23.3294,
8938|89383|2022-07-20,8938,明安國際企業股份有限公司,89383,明安三,2022-07-20,2022-08-30,29,41,75.9055,74.7888,72.2722,296000.0,135312700.0,2021-12-31,0.218753,2022-08-31,82.159177507673,next_session_open,True,False,,15.534,2023-03-06,-25.7106,-19.6699,
6477|64774|2022-07-21,6477,安集科技股份有限公司,64774,安集四,2022-07-21,2022-07-28,5,7,49.8335,48.8331,48.6687,485000.0,114537599.99999999,2021-12-31,0.423442,2022-07-29,51.408116939860356,next_session_open,True,False,,9.7297,2022-08-30,-27.5676,-13.9935,
4968|49681|2022-07-29,4968,立積電子股份有限公司,49681,立積一,2022-07-29,2022-11-11,73,105,101.7189,99.5399,94.9698,224000.0,88468900.0,2021-12-31,0.253196,2022-11-14,105.09344287628822,next_session_open,True,False,,82.1101,2023-06-12,-1.3761,23.8532,
5009|50096|2022-08-15,5009,榮剛材料科技股份有限公司,50096,榮剛六,2022-08-15,2022-09-26,29,42,23.756,23.5794,23.2919,1402000.0,456736000.0,2021-12-31,0.306961,2022-09-27,24.273522401435287,next_session_open,True,True,197,115.2063,2023-07-05,-7.6142,59.4644,
6104|61041|2022-08-26,6104,創惟科技股份有限公司,61041,創惟一,2022-08-26,2023-02-09,108,167,104.4019,98.5293,92.2813,374000.0,90279210.00000001,2022-12-31,0.41427,2023-02-10,106.36837635869566,next_session_open,True,False,,18.2402,2023-11-30,-21.0875,-7.4642,
2231|22313|2022-08-29,2231,為升電裝工業股份有限公司,22313,為升三,2022-08-29,2022-09-23,18,25,138.879,138.4347,136.112,318000.0,121916700.0,2021-12-31,0.260834,2022-09-26,138.15192157685874,next_session_open,True,False,,23.5088,2023-04-12,-17.6608,-3.9261,
6472|64722|2022-09-28,6472,保瑞藥業股份有限公司,64722,保瑞二,2022-09-28,2022-11-08,28,41,191.5272,181.3513,178.8765,273000.0,68478300.0,2021-12-31,0.398666,2022-11-09,198.90541515375108,next_session_open,True,True,134,221.4358,2023-07-25,-1.8547,159.8316,
6248|62484|2022-10-26,6248,沛波鋼鐵股份有限公司,62484,沛波四,2022-10-26,2023-04-13,107,169,25.8117,23.8227,22.6841,179000.0,60711499.99999999,2022-12-31,0.294837,2023-04-14,29.73202428567139,next_session_open,True,False,,3.6871,2024-04-12,-26.5059,3.2452,
8050|80506|2022-11-22,8050,廣積科技股份有限公司,80506,廣積六,2022-11-22,2022-12-05,9,13,63.771,63.2389,62.3942,448000.0,177099790.0,2021-12-31,0.252965,2022-12-06,66.55835042452576,next_session_open,True,False,,50.9507,2023-09-08,-10.2792,13.2466,
8422|84221|2022-11-22,8422,可寧衛股份有限公司,84221,可寧衛一,2022-11-22,2023-06-16,133,206,17.1337,17.06,16.9454,400000.0,108888000.0,2022-12-31,0.36735,2023-06-19,17.24021827577952,next_session_open,True,False,,3.0879,2023-06-27,-14.1798,-4.4502,
3533|35332|2023-03-09,3533,嘉澤端子工業股份有限公司,35332,嘉澤二,2023-03-09,2023-08-18,109,162,720.6771,707.211,701.1359,325000.0,107829800.0,2022-12-31,0.301401,2023-08-21,751.6206103393858,next_session_open,True,True,232,124.2694,2024-06-20,-0.7624,95.6798,
2727|27271|2023-03-29,2727,王品餐飲股份有限公司,27271,王品一,2023-03-29,2023-05-04,22,36,251.1754,248.2538,243.6741,191000.0,76987900.0,2022-12-31,0.248091,2023-05-05,257.41327958918663,next_session_open,True,False,,14.7239,2023-06-08,-25.8677,-15.7665,
6438|64382|2023-05-05,6438,迅得機械股份有限公司,64382,迅得二,2023-05-05,2024-03-27,218,327,111.8949,109.2724,107.8001,331000.0,75281700.0,2023-12-31,0.439682,2024-03-28,114.10336567443095,next_session_open,True,True,315,107.9586,2025-02-07,-19.6116,59.3635,
2421|24213|2023-05-24,2421,建準電機工業股份有限公司,24213,建準三,2023-05-24,2023-05-26,2,2,67.8188,63.5934,58.6357,4045000.0,250929700.0,2022-12-31,1.612005,2023-05-29,77.45175911585167,next_session_open,True,False,,82.6188,2023-08-22,-4.8975,35.9431,
4129|41294|2023-05-30,4129,聯合骨科器材股份有限公司,41294,聯合四,2023-05-30,2023-06-02,3,3,59.488,57.4089,55.872,740000.0,78131600.0,2022-12-31,0.94712,2023-06-05,66.85459520262,next_session_open,True,False,,52.0286,2024-03-14,-14.1729,34.1998,
