window_id,window_label,stock_code,company_name,cb_code,issue_date,factor_as_of_date,buy_date,buy_price,sell_date,sell_price,return_pct,momentum_20d,momentum_60d,ma5_gt_ma10_gt_ma20,volume_ratio_5v20,top1_foreign_net_20d_pct_capital,top1_trust_net_20d_pct_capital,revenue_yoy,eps,contract_liability_growth
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4171,瑞基海洋生物科技股份有限公司,41712,2021-07-12,2021-08-06,2021-08-09,76.436,2022-05-23,77.6091,1.5347,-9.1575,-2.7451,False,0.4737,,,0.5418999999999999,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2482,連宇股份有限公司,24822,2021-07-12,2021-06-18,2021-06-21,11.1796,2021-07-23,12.5655,12.3967,12.5,6.5789,True,3.5634,,,-0.2158,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2482,連宇股份有限公司,24822,2021-07-12,2021-08-06,2021-08-09,12.1497,2022-05-23,18.5249,52.4715,10.0,18.9189,False,0.1776,,,0.22399999999999998,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5543,桓鼎股份有限公司,55431,2021-07-12,2021-06-18,2021-06-21,52.5881,2021-07-23,53.6399,2.0,2.0942,-9.5827,False,0.9943,,,,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5543,桓鼎股份有限公司,55431,2021-07-12,2021-08-06,2021-08-09,56.9705,2022-05-23,51.5683,-9.4824,10.9244,5.0955,True,1.8536,,,,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5543,桓鼎股份有限公司,55432,2021-07-13,2021-06-21,2021-06-22,49.1699,2021-07-26,53.7275,9.2692,1.0399,-7.8989,False,0.9914,,,,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5543,桓鼎股份有限公司,55432,2021-07-13,2021-08-09,2021-08-10,55.6557,2022-05-24,50.5886,-9.1045,8.1772,0.4747,True,1.8945,,,,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6175,立敦科技(股)有限公司,61754,2021-07-15,2021-06-23,2021-06-24,31.5715,2021-07-28,40.7084,28.9406,14.8649,1.1905,True,1.0778,,,0.1211,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6175,立敦科技(股)有限公司,61754,2021-07-15,2021-08-11,2021-08-12,39.4032,2022-05-26,32.6691,-17.0901,0.0,52.381,True,0.9872,,,0.4131,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6548,長華科技股份有限公司,65481,2021-07-19,2021-06-25,2021-06-28,23.8271,2021-07-30,33.5897,40.9722,20.7357,7.1043,True,1.4058,,,0.2097,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6548,長華科技股份有限公司,65481,2021-07-19,2021-08-13,2021-08-16,30.7436,2022-05-30,31.2219,1.5557,-2.3859,69.2658,False,0.6265,,,0.4233,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8109,博大科技股份有限公司,81091,2021-07-20,2021-06-28,2021-06-29,53.5551,2021-08-02,57.1638,6.7384,2.1127,2.9623,False,1.5717,,,0.1386,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8109,博大科技股份有限公司,81091,2021-07-20,2021-08-16,2021-08-17,55.4563,2022-05-31,56.459,1.8081,1.3568,10.2015,False,0.5075,,,0.162,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3042,台灣晶技股份有限公司,30425,2021-07-26,2021-07-02,2021-07-05,96.3996,2021-08-06,89.0689,-7.6046,20.0,24.6377,True,0.8471,,,0.6995,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3042,台灣晶技股份有限公司,30425,2021-07-26,2021-08-20,2021-08-23,82.3453,2022-06-07,75.2112,-8.6636,-13.8612,6.017,False,0.7556,,,0.37070000000000003,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6182,合晶科技股份有限公司,61827,2021-07-27,2021-07-05,2021-07-06,54.9907,2021-08-09,59.0194,7.3262,20.3883,29.1667,False,0.7045,,,0.3154,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6182,合晶科技股份有限公司,61827,2021-07-27,2021-08-23,2021-08-24,60.3468,2022-06-08,55.1742,-8.5714,-6.7391,30.7121,False,0.5489,,,0.3081,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2338,台灣光罩股份有限公司,23383,2021-08-03,2021-07-12,2021-07-13,79.9349,2021-08-16,69.2931,-13.313,1.8935,0.9379,True,1.926,,,0.3408,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2338,台灣光罩股份有限公司,23383,2021-08-03,2021-08-30,2021-08-31,83.041,2022-06-15,87.2853,5.1111,-7.2597,10.7485,False,1.6777,,,0.29359999999999997,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3028,增你強股份有限公司,30284,2021-08-03,2021-07-12,2021-07-13,19.8965,2021-08-16,19.2368,-3.3159,5.4556,6.0116,True,1.8345,,,0.2861,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3028,增你強股份有限公司,30284,2021-08-03,2021-08-30,2021-08-31,19.4104,2022-06-15,25.8342,33.0948,-2.6132,6.1922,False,0.4908,,,0.0425,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6150,撼訊科技股份有限公司,61505,2021-08-04,2021-07-13,2021-07-14,117.9178,2021-08-17,113.2428,-3.9646,-19.5402,-42.3868,False,0.6006,,,0.7754000000000001,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6150,撼訊科技股份有限公司,61505,2021-08-04,2021-08-31,2021-09-01,118.7155,2022-06-16,69.0402,-41.844,-13.836,-12.4939,False,0.6758,,,0.8016,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6477,安集科技股份有限公司,64773,2021-08-04,2021-07-13,2021-07-14,42.0284,2021-08-17,33.4212,-20.4793,1.2766,-32.0597,False,0.3317,,,-0.5821999999999999,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6477,安集科技股份有限公司,64773,2021-08-04,2021-08-31,2021-09-01,36.1682,2022-06-16,41.7994,15.5696,-13.0243,-8.096,False,1.3185,,,-0.7429000000000001,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2439,美律實業股份有限公司,24393,2021-08-11,2021-07-20,2021-07-21,84.1586,2021-08-24,80.652,-4.1667,2.381,-12.2449,True,2.5433,,,0.1769,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2439,美律實業股份有限公司,24393,2021-08-11,2021-09-07,2021-09-08,79.8698,2022-06-23,64.3724,-19.4033,-6.6841,-4.0555,False,0.7769,,,-0.005600000000000001,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6209,今國光學工業股份有限公司,62092,2021-08-13,2021-07-22,2021-07-23,31.4753,2021-08-26,29.1007,-7.5444,-3.592,-14.631,False,0.524,,,0.5539999999999999,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6209,今國光學工業股份有限公司,62092,2021-08-13,2021-09-09,2021-09-10,27.5829,2022-06-27,27.7712,0.6826,-5.2664,-14.1303,False,0.7222,,,0.0253,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3533,嘉澤端子工業股份有限公司,35331,2021-08-19,2021-07-28,2021-07-29,479.3678,2021-09-01,482.6369,0.682,-5.9931,7.2266,False,0.9775,,,0.0783,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3533,嘉澤端子工業股份有限公司,35331,2021-08-19,2021-09-15,2021-09-16,516.6632,2022-07-01,546.2125,5.7192,16.7278,0.9915,True,2.3953,,,0.2054,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3010,華立企業股份有限公司,30103,2021-08-24,2021-08-02,2021-08-03,63.4807,2021-09-06,64.3891,1.431,7.9327,12.25,True,0.8266,,,0.1562,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3010,華立企業股份有限公司,30103,2021-08-24,2021-09-22,2021-09-23,61.7378,2022-07-06,63.6679,3.1262,2.8328,7.3975,False,0.6551,,,0.1858,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6217,中國探針股份有限公司,62174,2021-08-27,2021-08-05,2021-08-06,37.4322,2021-09-09,39.3836,5.2133,12.3384,32.1936,True,1.0903,,,0.2273,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6217,中國探針股份有限公司,62174,2021-08-27,2021-09-27,2021-09-28,44.1735,2022-07-11,54.5516,23.494,20.0963,40.1053,True,1.6004,,,0.1414,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2618,長榮航空股份有限公司,26185,2021-09-01,2021-08-10,2021-08-11,15.734,2021-09-14,14.3409,-8.8542,3.7433,47.5285,False,0.7482,,,0.34340000000000004,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2618,長榮航空股份有限公司,26185,2021-09-01,2021-09-30,2021-10-01,15.5291,2022-07-14,26.9609,73.6148,-1.5625,-8.9157,False,1.0859,,,0.4288,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3339,泰谷光電科技股份有限公司,33394,2021-09-02,2021-08-11,2021-08-12,20.0345,2021-09-15,17.25,-13.8987,-16.9528,20.1863,False,0.718,,,-0.1276,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3339,泰谷光電科技股份有限公司,33394,2021-09-02,2021-10-01,2021-10-04,18.65,2022-07-15,12.6,-32.4397,-6.0301,-27.8667,False,1.9354,,,-0.025099999999999997,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6203,海韻電子工業股份有限公司,62031,2021-09-09,2021-08-18,2021-08-19,72.5287,2021-09-24,67.9812,-6.2699,-2.011,-5.2773,False,0.7273,,,0.9147,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6203,海韻電子工業股份有限公司,62031,2021-09-09,2021-10-08,2021-10-12,57.0364,2022-07-22,42.0065,-26.3513,-10.7064,-15.0347,False,0.97,,,-0.08220000000000001,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,1582,信錦企業股份有限公司,15823,2021-09-09,2021-08-18,2021-08-19,51.0203,2021-09-24,52.9099,3.7037,-12.3358,-11.8057,False,1.117,,,0.0799,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,1582,信錦企業股份有限公司,15823,2021-09-09,2021-10-08,2021-10-12,52.9099,2022-07-22,51.2704,-3.0988,4.1729,-9.9103,False,0.7458,,,-0.1188,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3018,同開科技工程股份有限公司,30184,2021-09-16,2021-08-25,2021-08-26,35.0,2021-10-01,34.6,-1.1429,3.3435,4.9383,False,0.6951,,,0.2227,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3018,同開科技工程股份有限公司,30184,2021-09-16,2021-10-18,2021-10-19,33.3,2022-07-29,21.7,-34.8348,-5.0848,0.5988,False,0.8597,,,0.0834,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6190,萬泰科技股份有限公司,61905,2021-09-17,2021-08-26,2021-08-27,20.6678,2021-10-04,20.4874,-0.8726,-2.3554,-0.2115,False,0.7008,,,0.823,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6190,萬泰科技股份有限公司,61905,2021-09-17,2021-10-19,2021-10-20,19.2279,2022-08-01,30.398,58.093,-5.2596,-5.6077,False,0.4959,,,0.3716,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,1805,寶徠建設股份有限公司,18051,2021-09-24,2021-08-31,2021-09-01,20.3524,2021-10-07,18.8599,-7.3333,1.7182,7.2464,False,0.6164,,,0.5075999999999999,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,1805,寶徠建設股份有限公司,18051,2021-09-24,2021-10-22,2021-10-25,18.7243,2022-08-04,15.9427,-14.8551,-7.309,-3.125,False,0.5163,,,55.101800000000004,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3122,笙泉科技股份有限公司,31221,2021-09-27,2021-09-01,2021-09-02,49.4651,2021-10-08,38.0751,-23.0263,1.3462,48.2419,False,1.0064,,,0.9520000000000001,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3122,笙泉科技股份有限公司,31221,2021-09-27,2021-10-25,2021-10-26,40.818,2022-08-05,32.7496,-19.7668,-7.6271,-9.2612,False,0.9522,,,0.7039,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8473,山林水環境工程股份有限公司,84732,2021-09-28,2021-09-02,2021-09-03,32.1564,2021-10-12,30.9115,-3.8717,-2.8011,-3.2896,False,0.5303,,,-0.1729,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8473,山林水環境工程股份有限公司,84732,2021-09-28,2021-10-26,2021-10-27,31.6014,2022-08-08,27.5535,-12.8093,3.7031,-4.7616,True,0.6941,,,-0.025,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3483,力致科技股份有限公司,34833,2021-09-29,2021-09-03,2021-09-06,60.5214,2021-10-13,54.4279,-10.0684,-7.064,-9.3649,False,0.8609,,,0.2108,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3483,力致科技股份有限公司,34833,2021-09-29,2021-10-27,2021-10-28,55.1317,2022-08-09,45.7476,-17.0213,-3.9189,-16.6257,False,0.4701,,,0.2884,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6275,元山科技工業股份有限公司,62756,2021-09-30,2021-09-06,2021-09-07,23.0565,2021-10-14,22.2101,-3.6713,-5.1155,-1.0789,False,0.5793,,,0.2334,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6275,元山科技工業股份有限公司,62756,2021-09-30,2021-10-28,2021-10-29,25.1123,2022-08-10,25.9565,3.3618,6.5069,-0.48,True,0.8923,,,0.16649999999999998,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6257,矽格股份有限公司,62574,2021-10-13,2021-09-16,2021-09-17,48.735,2021-10-26,44.6609,-8.3596,7.445,20.7368,False,0.5564,,,0.4107,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6257,矽格股份有限公司,62574,2021-10-13,2021-11-09,2021-11-10,46.1215,2022-08-22,43.0221,-6.7201,8.2734,-8.2299,True,1.4102,,,0.2523,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4714,永捷創新科技股份有限公司,47146,2021-10-15,2021-09-22,2021-09-23,12.8034,2021-10-28,12.7113,-0.7194,14.6341,5.618,True,3.6924,,,1.2717,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4714,永捷創新科技股份有限公司,47146,2021-10-15,2021-11-11,2021-11-12,13.4482,2022-08-24,12.3035,-8.5118,3.5714,16.9355,True,1.7594,,,1.7753,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8103,瀚荃股份有限公司,81034,2021-10-21,2021-09-28,2021-09-29,38.6054,2021-11-03,45.3694,17.5209,4.351,4.2278,False,0.7246,,,0.5207,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8103,瀚荃股份有限公司,81034,2021-10-21,2021-11-17,2021-11-18,47.1179,2022-08-30,37.4874,-20.4392,17.757,25.241,True,0.8967,,,0.3506,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3576,聯合再生能源股份有限公司,35763,2021-10-25,2021-09-30,2021-10-01,20.3592,2021-11-05,23.5229,15.5394,-3.5294,-10.0841,False,0.9366,,,-0.11720000000000001,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3576,聯合再生能源股份有限公司,35763,2021-10-25,2021-11-19,2021-11-22,21.2849,2022-09-01,22.9758,7.9439,-5.9471,9.5976,False,0.7196,,,0.1816,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6552,易華電子股份有限公司,65521,2021-10-25,2021-09-30,2021-10-01,54.6136,2021-11-05,54.3354,-0.5093,-8.5271,8.0868,False,0.4699,,,0.2021,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6552,易華電子股份有限公司,65521,2021-10-25,2021-11-19,2021-11-22,53.5936,2022-09-01,38.5262,-28.1142,1.4159,-3.3285,False,1.3334,,,0.18109999999999998,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4739,康普材料科技股份有限公司,47393,2021-10-28,2021-10-05,2021-10-06,95.6,2021-11-10,134.5593,40.7523,-5.3571,-4.0088,False,0.5223,,,0.494,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4739,康普材料科技股份有限公司,47393,2021-10-28,2021-11-24,2021-11-25,133.6622,2022-09-06,112.129,-16.1102,-3.9088,22.9644,False,0.8444,,,0.6434000000000001,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6509,聚和國際股份有限公司,65095,2021-10-29,2021-10-06,2021-10-07,47.8185,2021-11-11,59.5542,24.5421,-2.693,-2.49,False,0.7511,,,0.4171,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6509,聚和國際股份有限公司,65095,2021-10-29,2021-11-25,2021-11-26,60.2549,2022-09-07,36.287,-39.7775,-5.487,15.4104,False,1.0406,,,0.1552,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4714,永捷創新科技股份有限公司,47147,2021-11-05,2021-10-14,2021-10-15,13.0797,2021-11-18,13.8987,6.2612,1.8182,-5.7239,False,0.8321,,,2.0086,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4714,永捷創新科技股份有限公司,47147,2021-11-05,2021-12-02,2021-12-03,13.6111,2022-09-15,12.007,-11.7851,4.8113,16.0859,False,0.3096,,,1.7753,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3167,大量科技股份有限公司,31671,2021-11-08,2021-10-15,2021-10-18,62.3281,2021-11-19,87.4631,40.327,8.1967,11.5207,False,0.5367,,,0.7875,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3167,大量科技股份有限公司,31671,2021-11-08,2021-12-03,2021-12-06,80.8397,2022-09-16,43.7677,-45.8586,9.6065,43.4848,False,0.4745,,,0.345,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,7402,邑錡股份有限公司,74021,2021-11-09,2021-10-18,2021-10-19,33.4337,2021-11-22,42.4755,27.044,-0.5051,-1.6319,False,0.8169,,,0.2988,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,7402,邑錡股份有限公司,74021,2021-11-09,2021-12-06,2021-12-07,42.1391,2022-09-19,43.1737,2.4554,-0.1969,29.8335,False,0.3362,,,1.426,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6414,樺漢科技股份有限公司,64144,2021-11-16,2021-10-25,2021-10-26,150.7145,2021-11-29,192.4886,27.7174,-5.4721,-16.5561,False,0.99,,,0.0678,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6414,樺漢科技股份有限公司,64144,2021-11-16,2021-12-13,2021-12-14,192.6523,2022-09-26,163.6552,-15.0516,2.4798,28.1654,False,0.8577,,,0.2962,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,1609,大亞電線電纜股份有限公司,16094,2021-11-22,2021-10-29,2021-11-01,19.9968,2021-12-03,19.3155,-3.4068,-2.2331,-10.4361,False,0.4712,,,0.4642,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,1609,大亞電線電纜股份有限公司,16094,2021-11-22,2021-12-17,2021-12-20,20.117,2022-09-30,15.7117,-21.8985,-1.5968,3.361,False,0.9387,,,0.37329999999999997,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3605,宏致電子股份有限公司,36052,2021-11-22,2021-10-29,2021-11-01,45.1561,2021-12-03,47.169,4.4576,4.4004,-16.8437,True,1.4572,,,0.1724,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3605,宏致電子股份有限公司,36052,2021-11-22,2021-12-17,2021-12-20,44.9273,2022-09-30,28.7313,-36.0493,-3.992,2.8517,False,0.3939,,,0.3265,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6283,淳安電子股份有限公司,62832,2021-11-22,2021-10-29,2021-11-01,51.0,2021-12-03,46.2,-9.4118,7.4317,-10.9601,True,1.0617,,,-0.0873,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6283,淳安電子股份有限公司,62832,2021-11-22,2021-12-17,2021-12-20,45.8,2022-09-30,32.5,-29.0393,-11.7878,-4.9735,False,0.4845,,,0.0771,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2069,運錩鋼鐵股份有限公司,20694,2021-11-25,2021-11-03,2021-11-04,24.206,2021-12-08,27.6202,14.1046,-2.3511,-15.2173,False,0.6935,,,1.3803,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2069,運錩鋼鐵股份有限公司,20694,2021-11-25,2021-12-22,2021-12-23,27.6202,2022-10-05,18.5426,-32.8656,-8.3548,3.1838,False,0.7067,,,1.0207,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2066,世德工業股份有限公司,20661,2021-12-08,2021-11-16,2021-11-17,53.1232,2021-12-21,52.6989,-0.7987,19.4656,24.6769,True,3.1442,,,0.048499999999999995,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2066,世德工業股份有限公司,20661,2021-12-08,2022-01-05,2022-01-06,51.9352,2022-10-19,69.1961,33.2355,5.9423,24.8,True,1.5841,,,0.1489,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6578,達邦蛋白股份有限公司,65781,2021-12-08,2021-11-16,2021-11-17,15.8447,2021-12-21,16.4839,4.0344,2.0408,6.4443,True,0.9973,,,-0.299,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6578,達邦蛋白股份有限公司,65781,2021-12-08,2022-01-05,2022-01-06,15.8836,2022-10-19,12.6053,-20.6395,-7.7333,3.1874,False,1.2149,,,-0.40619999999999995,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2731,雄獅旅行社股份有限公司,27312,2021-12-09,2021-11-17,2021-11-18,76.8475,2021-12-22,70.7458,-7.9399,8.6247,14.3558,True,2.3511,,,-0.4507,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2731,雄獅旅行社股份有限公司,27312,2021-12-09,2022-01-06,2022-01-07,70.416,2022-10-20,65.5512,-6.9087,0.1172,1.1848,False,1.2044,,,-0.4739,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8927,北基國際股份有限公司,89276,2021-12-10,2021-11-18,2021-11-19,19.7975,2021-12-23,18.182,-8.1601,0.0,-1.9977,False,1.0376,,,0.4057,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8927,北基國際股份有限公司,89276,2021-12-10,2022-01-07,2022-01-10,21.0911,2022-10-21,23.0634,9.351,11.3782,6.6942,True,1.3503,,,0.3569,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8299,群聯電子股份有限公司,82991,2021-12-17,2021-11-25,2021-11-26,352.1056,2021-12-30,430.4475,22.2496,9.9227,1.1862,True,1.3148,,,0.35719999999999996,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8299,群聯電子股份有限公司,82991,2021-12-17,2022-01-14,2022-01-17,379.5841,2022-10-28,256.5707,-32.4074,-2.3634,21.1774,False,0.7258,,,0.1959,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,1909,榮成紙業股份有限公司,19094,2021-12-20,2021-11-26,2021-11-29,21.8103,2022-01-03,21.9012,0.4167,1.4583,-13.6525,False,0.5407,,,0.2622,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,1909,榮成紙業股份有限公司,19094,2021-12-20,2022-01-17,2022-01-18,20.9016,2022-10-31,14.5856,-30.2174,-3.1646,-3.7736,False,0.8583,,,0.1845,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3141,晶宏半導體股份有限公司,31412,2021-12-27,2021-12-03,2021-12-06,225.4611,2022-01-10,195.0308,-13.4969,9.8434,52.1673,False,0.8135,,,1.0844,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3141,晶宏半導體股份有限公司,31412,2021-12-27,2022-01-24,2022-01-25,171.9775,2022-11-07,78.7157,-54.2291,-27.619,-12.037,False,1.041,,,0.6365,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4566,時碩工業股份有限公司,45662,2022-01-03,2021-12-09,2021-12-10,39.2075,2022-01-14,39.8698,1.6892,8.0,0.1124,True,0.7312,,,0.028900000000000002,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4566,時碩工業股份有限公司,45662,2022-01-03,2022-02-08,2022-02-09,39.1192,2022-11-11,47.4125,21.2,-11.6601,5.6738,False,0.8854,,,0.1233,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6668,中揚光電股份有限公司,66683,2022-01-03,2021-12-09,2021-12-10,54.3,2022-01-14,51.1,-5.8932,10.4781,7.129,False,0.3291,,,-0.3943,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6668,中揚光電股份有限公司,66683,2022-01-03,2022-02-08,2022-02-09,52.9,2022-11-11,36.25,-31.4745,-6.4632,2.7613,False,0.3998,,,-0.2982,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3268,海德威電子工業股份有限公司,32681,2022-01-10,2021-12-16,2021-12-17,27.5667,2022-01-21,24.1797,-12.2867,-7.0968,-2.3729,False,0.6631,,,-0.18280000000000002,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3268,海德威電子工業股份有限公司,32681,2022-01-10,2022-02-15,2022-02-16,25.0264,2022-11-18,23.4619,-6.2517,-13.1886,-0.9524,False,0.7573,,,-0.0493,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8104,錸寶科技股份有限公司,81042,2022-01-11,2021-12-17,2021-12-20,57.8555,2022-01-24,67.2234,16.1919,36.2615,36.1224,True,1.6453,,,0.3049,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8104,錸寶科技股份有限公司,81042,2022-01-11,2022-02-16,2022-02-17,62.4527,2022-11-21,30.6041,-50.9964,-11.971,55.8886,False,0.3593,,,-0.3306,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2061,風青實業股份有限公司,20612,2022-01-12,2021-12-20,2021-12-21,21.2299,2022-01-25,21.5142,1.3393,2.765,13.486,True,1.5948,,,-0.1406,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2061,風青實業股份有限公司,20612,2022-01-12,2022-02-17,2022-02-18,20.8508,2022-11-22,25.35,21.5782,-8.6066,17.0604,False,0.6933,,,-0.2726,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6156,松上電子股份有限公司,61564,2022-01-12,2021-12-20,2021-12-21,16.9677,2022-01-25,18.9969,11.9593,9.0164,25.8675,True,2.8474,,,0.2486,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6156,松上電子股份有限公司,61564,2022-01-12,2022-02-17,2022-02-18,18.9969,2022-11-22,19.304,1.6165,0.9132,30.7692,False,0.4562,,,0.0417,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3138,耀登科技股份有限公司,31381,2022-01-18,2021-12-24,2021-12-27,198.8868,2022-02-09,175.6461,-11.6854,1.8433,25.2125,False,0.5981,,,0.44299999999999995,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3138,耀登科技股份有限公司,31381,2022-01-18,2022-02-23,2022-02-24,157.3217,2022-11-28,123.6282,-21.417,-14.1827,-28.7425,False,0.7403,,,0.2738,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6715,嘉基科技股份有限公司,67151,2022-01-19,2021-12-27,2021-12-28,106.8547,2022-02-10,108.2613,1.3163,6.1947,3.8961,True,1.446,,,-0.2482,,
