window_id,window_label,stock_code,company_name,cb_code,issue_date,factor_as_of_date,buy_date,buy_price,sell_date,sell_price,return_pct,momentum_20d,momentum_60d,ma5_gt_ma10_gt_ma20,volume_ratio_5v20,top1_foreign_net_20d_pct_capital,top1_trust_net_20d_pct_capital,revenue_yoy,eps,contract_liability_growth
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4540,全球傳動科技股份有限公司,45401,2022-10-24,2022-11-18,2022-11-21,35.0639,2023-09-07,31.95,-8.8806,13.0435,-18.3299,True,1.5607,,,-0.07519999999999999,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6248,沛波鋼鐵股份有限公司,62484,2022-10-26,2022-10-03,2022-10-04,16.6368,2022-11-08,16.9662,1.9802,-3.8462,3.3592,False,1.0142,,,0.9301999999999999,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6248,沛波鋼鐵股份有限公司,62484,2022-10-26,2022-11-22,2022-11-23,17.1721,2023-09-11,23.778,38.4691,4.0201,-3.7209,True,0.7911,,,0.1789,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6190,萬泰科技股份有限公司,61906,2022-10-31,2022-10-06,2022-10-07,30.9221,2022-11-11,27.5155,-11.017,-6.3158,9.735,False,0.7082,,,0.2817,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6190,萬泰科技股份有限公司,61906,2022-10-31,2022-11-25,2022-11-28,27.5155,2023-09-14,30.7838,11.8783,7.2635,-24.0431,False,0.884,,,-0.0922,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3388,崇越電通股份有限公司,33881,2022-11-09,2022-10-18,2022-10-19,58.9008,2022-11-22,59.0654,0.2793,-6.2663,-6.9948,False,0.9924,,,-0.22260000000000002,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3388,崇越電通股份有限公司,33881,2022-11-09,2022-12-06,2022-12-07,59.9703,2023-09-25,60.4568,0.8114,0.1374,-5.9355,False,1.0585,,,-0.31,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,1599,宏佳騰動力科技股份有限公司,15991,2022-11-18,2022-10-27,2022-10-28,38.7454,2022-12-01,39.5005,1.9489,-1.4406,-2.5956,False,1.4667,,,-0.2923,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,1599,宏佳騰動力科技股份有限公司,15991,2022-11-18,2022-12-15,2022-12-16,38.3679,2023-10-05,35.2472,-8.1335,-1.9231,-10.3297,False,1.3754,,,-0.2173,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8422,可寧衛股份有限公司,84221,2022-11-22,2022-10-31,2022-11-01,13.6775,2022-12-05,14.4965,5.988,-4.298,-1.7647,False,0.696,,,0.8785,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8422,可寧衛股份有限公司,84221,2022-11-22,2022-12-19,2022-12-20,14.8241,2023-10-11,15.1827,2.4187,7.0796,0.2762,True,1.0475,,,0.8226,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8050,廣積科技股份有限公司,80506,2022-11-22,2022-10-31,2022-11-01,57.0138,2022-12-05,66.0516,15.8518,-0.1499,-5.2632,False,0.6856,,,0.4585,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8050,廣積科技股份有限公司,80506,2022-11-22,2022-12-19,2022-12-20,70.7816,2023-10-11,79.6618,12.5459,8.8312,16.3889,True,1.4897,,,0.49700000000000005,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3290,東浦精密光電股份有限公司,32903,2022-11-22,2022-10-31,2022-11-01,23.6061,2022-12-05,26.9192,14.0351,1.0127,-0.8608,False,0.8085,,,-0.0504,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3290,東浦精密光電股份有限公司,32903,2022-11-22,2022-12-19,2022-12-20,27.0967,2023-10-11,30.4007,12.1933,-5.5785,9.0612,False,0.5098,,,0.1226,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4744,皇將科技股份有限公司,47442,2022-12-07,2022-11-15,2022-11-16,24.149,2022-12-20,24.4671,1.3172,3.006,-7.8853,True,1.2993,,,0.038599999999999995,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4744,皇將科技股份有限公司,47442,2022-12-07,2023-01-04,2023-01-05,23.7084,2023-10-26,29.4782,24.3367,-4.2146,1.9138,False,1.1059,,,-0.382,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3023,信邦電子股份有限公司,30238,2022-12-12,2022-11-18,2022-11-21,244.8565,2022-12-23,248.4639,1.4733,-2.5,-2.847,True,0.74,,,0.31629999999999997,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3023,信邦電子股份有限公司,30238,2022-12-12,2023-01-09,2023-01-10,248.013,2023-10-31,256.6456,3.4807,-1.4286,-2.6455,False,0.789,,,0.21789999999999998,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6613,朋億股份有限公司,66131,2022-12-12,2022-11-18,2022-11-21,64.7902,2022-12-23,70.1699,8.3033,2.4722,-1.8935,False,1.7774,,,0.0004,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6613,朋億股份有限公司,66131,2022-12-12,2023-01-09,2023-01-10,69.5462,2023-10-31,105.2874,51.392,-3.8668,9.6814,False,1.0387,,,-0.07,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4540,全球傳動科技股份有限公司,45402,2022-12-12,2022-11-18,2022-11-21,35.0639,2022-12-23,34.7773,-0.8174,13.0435,-18.3299,True,1.5607,,,-0.07519999999999999,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4540,全球傳動科技股份有限公司,45402,2022-12-12,2023-01-09,2023-01-10,35.255,2023-10-31,30.8,-12.6364,-0.6702,9.7778,False,0.3007,,,-0.1858,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5543,桓鼎股份有限公司,55433,2022-12-14,2022-11-22,2022-11-23,49.9903,2022-12-27,50.1744,0.3683,-0.3617,-9.2257,False,2.0896,,,,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5543,桓鼎股份有限公司,55433,2022-12-14,2023-01-11,2023-01-12,48.3332,2023-11-02,41.9229,-13.2627,-0.9434,-7.0796,False,1.1686,,,,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6593,台灣銘板股份有限公司,65931,2022-12-14,2022-11-22,2022-11-23,36.1354,2022-12-27,42.7585,18.3288,-4.408,5.5633,False,1.2258,,,-0.1551,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6593,台灣銘板股份有限公司,65931,2022-12-14,2023-01-11,2023-01-12,39.3496,2023-11-02,125.0706,217.845,-11.6796,-1.8542,False,0.8077,,,-0.1999,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3346,麗清科技股份有限公司,33465,2022-12-28,2022-12-06,2022-12-07,33.0194,2023-01-11,33.6561,1.9284,17.4475,-14.2689,True,1.6905,,,0.9268000000000001,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3346,麗清科技股份有限公司,33465,2022-12-28,2023-02-06,2023-02-07,34.8841,2023-11-16,42.2319,21.0635,4.3243,31.5162,True,1.7988,,,0.1718,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2230,泰茂實業股份有限公司,22304,2023-01-06,2022-12-14,2022-12-15,20.1438,2023-01-31,35.3581,75.5282,7.7799,-25.2632,False,0.5685,,,-0.0168,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2230,泰茂實業股份有限公司,22304,2023-01-06,2023-02-14,2023-02-15,37.5214,2023-11-24,122.9666,227.724,42.9741,92.2936,True,0.4659,,,-0.3926,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6486,互動國際數位股份有限公司,64862,2023-01-11,2022-12-19,2022-12-20,45.1809,2023-02-03,50.3358,11.4094,-0.5008,-4.0258,False,0.6748,,,-0.13970000000000002,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6486,互動國際數位股份有限公司,64862,2023-01-11,2023-02-17,2023-02-20,51.1697,2023-11-29,57.5222,12.4147,1.6517,12.6456,True,0.8262,,,-0.1634,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5543,桓鼎股份有限公司,55434,2023-02-21,2023-01-30,2023-01-31,49.2538,2023-03-08,47.8729,-2.8037,-5.7971,-5.9674,False,1.28,,,,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5543,桓鼎股份有限公司,55434,2023-02-21,2023-03-22,2023-03-23,47.4126,2023-12-28,36.659,-22.6808,1.8587,3.3962,False,0.4906,,,,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8433,弘帆股份有限公司,84331,2023-03-07,2023-02-09,2023-02-10,52.1934,2023-03-20,55.8668,7.0381,10.9855,26.9871,True,1.5201,,,-0.09970000000000001,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8433,弘帆股份有限公司,84331,2023-03-07,2023-04-06,2023-04-07,51.8873,2024-01-10,74.101,42.8115,-21.7341,8.4936,False,0.2514,,,-0.2529,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3533,嘉澤端子工業股份有限公司,35332,2023-03-09,2023-02-13,2023-02-14,783.871,2023-03-22,818.1403,4.3718,5.1059,6.0302,True,0.7637,,,-0.3054,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3533,嘉澤端子工業股份有限公司,35332,2023-03-09,2023-04-10,2023-04-11,865.181,2024-01-12,926.3939,7.0751,13.8301,13.5535,True,0.6549,,,-0.0608,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8070,長華電材股份有限公司,80705,2023-03-13,2023-02-15,2023-02-16,25.7771,2023-03-24,28.2949,9.7674,5.7471,4.6124,True,1.1969,,,-0.2708,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8070,長華電材股份有限公司,80705,2023-03-13,2023-04-12,2023-04-13,29.1741,2024-01-16,29.6265,1.5508,7.1953,20.6611,True,1.8629,,,-0.2953,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5450,南良國際股份有限公司,54501,2023-03-21,2023-02-23,2023-02-24,16.7,2023-04-06,20.7025,23.967,1.1173,-0.8219,False,1.1163,,,-0.4575,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5450,南良國際股份有限公司,54501,2023-03-21,2023-04-20,2023-04-21,20.7485,2024-01-24,20.2049,-2.6198,-7.943,25.5556,False,0.5805,,,-0.27949999999999997,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3663,鑫科材料科技股份有限公司,36633,2023-03-21,2023-02-23,2023-02-24,28.5585,2023-04-06,29.3188,2.6622,5.3571,8.0586,False,1.2504,,,-0.2891,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3663,鑫科材料科技股份有限公司,36633,2023-03-21,2023-04-20,2023-04-21,33.5954,2024-01-24,36.1747,7.6775,16.9435,24.1623,True,2.2562,,,-0.1648,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2727,王品餐飲股份有限公司,27271,2023-03-29,2023-03-07,2023-03-08,221.0912,2023-04-14,233.3302,5.5357,47.6191,80.0,True,0.8319,,,0.267,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2727,王品餐飲股份有限公司,27271,2023-03-29,2023-04-28,2023-05-02,252.6757,2024-02-01,218.1503,-13.6639,5.3156,87.0207,False,1.2675,,,0.2007,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,8462,柏文健康事業股份有限公司,84623,2023-04-14,2023-03-20,2023-03-21,127.3306,2023-04-27,133.1387,4.5614,2.9091,13.2,False,0.7827,,,0.1508,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,8462,柏文健康事業股份有限公司,84623,2023-04-14,2023-05-12,2023-05-15,129.5645,2024-02-23,102.418,-20.9521,-5.8824,3.9711,False,0.929,,,0.1698,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3484,崧騰企業股份有限公司,34843,2023-04-24,2023-03-28,2023-03-29,36.9252,2023-05-08,43.711,18.3771,-10.9458,-5.4909,False,1.3394,,,-0.4582,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3484,崧騰企業股份有限公司,34843,2023-04-24,2023-05-22,2023-05-23,39.3046,2024-03-05,39.3066,0.005,-6.3291,-3.3941,False,0.3277,,,-0.4048,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4123,晟德大藥廠股份有限公司,41236,2023-04-26,2023-03-30,2023-03-31,37.2906,2023-05-10,41.0317,10.0324,-3.0335,1.9802,False,1.0609,,,3.1761,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4123,晟德大藥廠股份有限公司,41236,2023-04-26,2023-05-24,2023-05-25,41.434,2024-03-07,42.015,1.4021,0.1953,8.0,False,0.5177,,,0.5059,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4123,晟德大藥廠股份有限公司,41237,2023-04-27,2023-03-31,2023-04-06,36.9688,2023-05-11,39.4629,6.7465,-3.9542,0.2171,False,1.1225,,,3.1761,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4123,晟德大藥廠股份有限公司,41237,2023-04-27,2023-05-25,2023-05-26,40.7904,2024-03-08,40.8831,0.2273,-2.8791,7.3171,False,0.5038,,,0.5059,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6438,迅得機械股份有限公司,64382,2023-05-05,2023-04-12,2023-04-13,89.5606,2023-05-18,97.5872,8.9623,9.5041,24.7059,True,1.8452,,,0.1152,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6438,迅得機械股份有限公司,64382,2023-05-05,2023-06-01,2023-06-02,97.9302,2024-03-15,103.5212,5.7091,-1.8666,13.7566,False,1.6315,,,0.37689999999999996,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3325,旭品科技股份有限公司,33253,2023-05-09,2023-04-14,2023-04-17,16.9,2023-05-22,21.5,27.2189,21.9425,35.0598,True,3.4069,,,0.7942,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3325,旭品科技股份有限公司,33253,2023-05-09,2023-06-05,2023-06-06,25.15,2024-03-19,37.65,49.7018,26.601,78.4722,True,0.8271,,,1.0301,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3465,進泰電子科技股份有限公司,34654,2023-05-11,2023-04-18,2023-04-19,81.7332,2023-05-24,80.4618,-1.5556,2.1615,9.78,False,1.8782,,,-0.126,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3465,進泰電子科技股份有限公司,34654,2023-05-11,2023-06-07,2023-06-08,77.919,2024-03-21,64.6716,-17.0014,-8.0386,-7.6426,False,1.2455,,,0.16260000000000002,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2421,建準電機工業股份有限公司,24213,2023-05-24,2023-05-02,2023-05-03,47.1944,2023-06-06,77.2753,63.7383,3.8461,27.3585,False,0.6815,,,0.1185,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2421,建準電機工業股份有限公司,24213,2023-05-24,2023-06-20,2023-06-21,79.7453,2024-04-03,116.1357,45.6332,25.5556,79.0099,True,0.8734,,,0.0014000000000000002,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2201,裕隆汽車製造股份有限公司,22013,2023-05-25,2023-05-03,2023-05-04,70.5119,2023-06-07,83.0273,17.7493,1.4379,-6.3932,False,0.6629,,,0.0537,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2201,裕隆汽車製造股份有限公司,22013,2023-05-25,2023-06-21,2023-06-26,75.9001,2024-04-08,65.6137,-13.5526,-2.58,7.2248,False,0.5593,,,0.22399999999999998,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4129,聯合骨科器材股份有限公司,41294,2023-05-30,2023-05-08,2023-05-09,53.8601,2023-06-12,67.7508,25.7904,9.6774,30.6297,False,1.0962,,,0.2922,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4129,聯合骨科器材股份有限公司,41294,2023-05-30,2023-06-28,2023-06-29,67.3027,2024-04-11,91.1047,35.3656,24.0984,42.2932,False,0.4242,,,0.3468,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4916,事欣科技股份有限公司,49164,2023-05-31,2023-05-09,2023-05-10,33.6521,2023-06-13,34.6719,3.0303,2.526,18.9655,True,0.9285,,,0.493,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4916,事欣科技股份有限公司,49164,2023-05-31,2023-06-29,2023-06-30,41.5446,2024-04-12,33.755,-18.75,25.3666,35.7143,True,1.8911,,,0.6578,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6823,濾能股份有限公司,68231,2023-06-01,2023-05-10,2023-05-11,82.2773,2023-06-14,82.7395,0.5618,-5.1579,-9.9,False,0.2428,,,-0.4489,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6823,濾能股份有限公司,68231,2023-06-01,2023-06-30,2023-07-03,80.8906,2024-04-15,76.3,-5.6751,-0.3448,-11.5306,False,0.242,,,-0.4783,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4906,正文科技股份有限公司,49066,2023-06-02,2023-05-11,2023-05-12,25.3412,2023-06-15,27.6834,9.2424,-6.6038,6.0714,False,1.0694,,,0.6253,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4906,正文科技股份有限公司,49066,2023-06-02,2023-07-03,2023-07-04,30.4607,2024-04-16,29.296,-3.8235,14.4699,17.0631,True,1.6467,,,0.12789999999999999,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3323,加百裕工業股份有限公司,33233,2023-06-02,2023-05-11,2023-05-12,29.7239,2023-06-15,33.4917,12.6761,-7.7922,-8.8445,False,0.6062,,,-0.0623,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3323,加百裕工業股份有限公司,33233,2023-06-02,2023-07-03,2023-07-04,32.9335,2024-04-16,24.6269,-25.2224,-2.0747,3.9648,False,0.3944,,,0.4294,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,9906,欣巴巴事業股份有限公司,99061,2023-06-09,2023-05-18,2023-05-19,38.538,2023-06-26,47.9726,24.4813,-4.6906,-0.8307,False,2.5889,,,2.7048,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,9906,欣巴巴事業股份有限公司,99061,2023-06-09,2023-07-10,2023-07-11,49.4918,2024-04-23,72.0294,45.5381,12.8391,20.9302,True,0.9996,,,1.5206,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,4747,強生化學製藥廠股份有限公司,47471,2023-06-12,2023-05-19,2023-05-22,47.869,2023-06-27,103.0665,115.3093,-2.521,2.1127,False,0.3045,,,0.12890000000000001,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,4747,強生化學製藥廠股份有限公司,47471,2023-06-12,2023-07-11,2023-07-12,103.5328,2024-04-24,67.8094,-34.5045,46.751,117.111,True,0.6831,,,0.518,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6282,康舒科技股份有限公司,62822,2023-06-13,2023-05-22,2023-05-23,40.77,2023-06-28,42.9265,5.2894,0.2294,15.4558,False,0.8395,,,-0.1743,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6282,康舒科技股份有限公司,62822,2023-06-13,2023-07-12,2023-07-13,50.4846,2024-04-25,38.6144,-23.5125,14.709,42.9358,True,1.504,,,-0.2731,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6279,胡連精密股份有限公司,62791,2023-06-14,2023-05-23,2023-05-24,119.7522,2023-06-29,138.3988,15.5709,3.5971,-9.1483,True,1.0057,,,0.1444,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6279,胡連精密股份有限公司,62791,2023-06-14,2023-07-13,2023-07-14,135.9125,2024-04-26,130.9743,-3.6334,-6.8965,9.8305,False,0.512,,,0.0173,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3617,碩天科技股份有限公司,36172,2023-06-16,2023-05-25,2023-05-26,168.0767,2023-07-03,189.8882,12.9771,62.3431,55.8233,True,1.799,,,-0.0827,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3617,碩天科技股份有限公司,36172,2023-06-16,2023-07-17,2023-07-18,192.4543,2024-04-30,240.3139,24.8681,1.5695,76.9531,True,1.3059,,,-0.052000000000000005,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6804,明係事業股份有限公司,68041,2023-06-19,2023-05-26,2023-05-29,59.0634,2023-07-04,65.1388,10.2862,17.6759,31.9266,False,0.6782,,,0.2409,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6804,明係事業股份有限公司,68041,2023-06-19,2023-07-18,2023-07-19,63.1888,2024-05-02,41.92,-33.6592,4.5285,20.5014,True,0.9845,,,0.5609000000000001,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3587,閎康科技股份有限公司,35871,2023-06-20,2023-05-29,2023-05-30,188.7795,2023-07-05,204.3942,8.2714,14.2857,19.337,True,1.8426,,,0.3865,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3587,閎康科技股份有限公司,35871,2023-06-20,2023-07-19,2023-07-20,228.414,2024-05-03,267.8426,17.2619,12.5322,33.6677,True,1.0733,,,0.2826,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5608,四維航業股份有限公司,56086,2023-06-21,2023-05-30,2023-05-31,21.1814,2023-07-06,21.5514,1.7467,-7.0994,-19.3662,False,1.0454,,,-0.5141,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5608,四維航業股份有限公司,56086,2023-06-21,2023-07-20,2023-07-21,20.15,2024-05-06,19.4,-3.7221,-6.7028,-13.7232,False,1.3797,,,-0.5502,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6196,帆宣系統科技股份有限公司,61965,2023-06-27,2023-06-01,2023-06-02,116.5039,2023-07-10,123.6638,6.1457,0.3831,-0.3802,True,1.9857,,,0.1932,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6196,帆宣系統科技股份有限公司,61965,2023-06-27,2023-07-24,2023-07-25,132.4311,2024-05-08,144.8897,9.4077,-0.19,13.6725,False,1.3449,,,0.0464,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5434,崇越科技股份有限公司,54342,2023-06-29,2023-06-05,2023-06-06,171.6702,2023-07-12,165.4336,-3.6329,4.7872,0.7673,True,1.9943,,,-0.0254,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5434,崇越科技股份有限公司,54342,2023-06-29,2023-07-26,2023-07-27,167.7377,2024-05-10,237.782,41.7582,-0.5494,2.9038,True,1.1442,,,-0.1076,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3128,昇銳電子股份有限公司,31282,2023-07-03,2023-06-07,2023-06-08,32.8214,2023-07-14,35.5208,8.2245,-1.6688,-20.7039,False,0.8354,,,-0.3055,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3128,昇銳電子股份有限公司,31282,2023-07-03,2023-07-28,2023-07-31,33.8498,2024-05-14,26.5347,-21.6105,-13.6264,1.1583,False,0.3094,,,-0.3124,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,3092,鴻碩精密電工股份有限公司,30922,2023-07-04,2023-06-08,2023-06-09,35.4471,2023-07-17,37.1739,4.8714,3.8571,-4.0897,True,1.2401,,,-0.498,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,3092,鴻碩精密電工股份有限公司,30922,2023-07-04,2023-07-31,2023-08-01,40.1478,2024-05-15,32.75,-18.4264,6.1403,12.783,False,1.6943,,,-0.3379,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,9958,世紀鋼鐵結構股份有限公司,99585,2023-07-19,2023-06-27,2023-06-28,110.1233,2023-08-01,150.0369,36.2446,9.7087,16.1357,True,0.471,,,0.19010000000000002,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,9958,世紀鋼鐵結構股份有限公司,99585,2023-07-19,2023-08-16,2023-08-17,133.2059,2024-05-30,275.4512,106.7861,-3.1802,39.7959,False,0.7803,,,0.8308,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5230,雷笛克光學股份有限公司,52303,2023-07-24,2023-06-30,2023-07-03,21.0466,2023-08-07,20.8671,-0.8529,6.682,0.6522,True,1.3854,,,-0.0483,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5230,雷笛克光學股份有限公司,52303,2023-07-24,2023-08-21,2023-08-22,19.6922,2024-06-04,38.3973,94.9881,-8.8106,-1.1469,False,0.9767,,,0.0345,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6179,亞通利大能源股份有限公司,61793,2023-07-25,2023-07-03,2023-07-04,32.6239,2023-08-08,28.3707,-13.0372,10.443,19.1126,True,1.6654,,,0.0721,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6179,亞通利大能源股份有限公司,61793,2023-07-25,2023-08-22,2023-08-23,26.5433,2024-06-05,28.9645,9.1217,-18.4619,-14.778,False,0.6196,,,-0.17149999999999999,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,2066,世德工業股份有限公司,20662,2023-07-31,2023-07-07,2023-07-10,87.2586,2023-08-14,71.4648,-18.1,9.7955,10.9902,False,0.7556,,,0.0062,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,2066,世德工業股份有限公司,20662,2023-07-31,2023-08-28,2023-08-29,75.4132,2024-06-12,136.2779,80.7082,-15.0602,-8.1854,False,0.679,,,-0.0761,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,9958,世紀鋼鐵結構股份有限公司,99586,2023-07-31,2023-07-07,2023-07-10,138.4956,2023-08-14,133.6868,-3.4722,28.0,35.8491,True,2.238,,,1.506,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,9958,世紀鋼鐵結構股份有限公司,99586,2023-07-31,2023-08-28,2023-08-29,144.7472,2024-06-12,317.9025,119.6261,-9.3656,37.6147,False,0.5711,,,0.8308,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5009,榮剛材料科技股份有限公司,50097,2023-07-31,2023-07-07,2023-07-10,48.2989,2023-08-14,38.622,-20.0355,-1.3741,6.3366,True,1.2541,,,0.1222,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5009,榮剛材料科技股份有限公司,50097,2023-07-31,2023-08-28,2023-08-29,39.4355,2024-06-12,43.5889,10.532,-15.0926,-14.1843,False,0.7955,,,0.0068000000000000005,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,6472,保瑞藥業股份有限公司,64723,2023-08-04,2023-07-12,2023-07-13,481.6875,2023-08-17,578.9019,20.182,7.9666,0.564,True,1.2777,,,1.85,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,6472,保瑞藥業股份有限公司,64723,2023-08-04,2023-08-31,2023-09-01,583.7395,2024-06-17,622.4405,6.6298,6.3821,23.0437,False,0.7803,,,1.4391,,
t_minus_15_to_t_plus_9,T-15 買進，T+9 出場,5309,系統電子工業股份有限公司,53095,2023-08-08,2023-07-14,2023-07-17,36.7156,2023-08-21,33.8547,-7.7922,-7.2376,-13.5955,False,1.1259,,,-0.19329999999999997,,
t_plus_20_to_t_plus_210,T+20 買進，T+210 出場,5309,系統電子工業股份有限公司,53095,2023-08-08,2023-09-04,2023-09-05,34.2838,2024-06-19,34.06,-0.6528,-5.8278,-17.8984,False,0.6392,,,-0.193,,
