stock_code,company_name,cb_code,short_name,issue_date,signal_date,entry_date,trust_daily_pct_capital,ma5,ma10,ma20,signal_volume,avg_volume_prev20,volume_ratio_signal_v20,fin_month,revenue_yoy,revenue_mom,revenue_high_6,fin_quarter,eps,operating_income,gross_margin,operating_margin,three_margin_qoq_rise,fixed_return_365d,hit_100_365d,min_low_return_365d,max_high_return_365d
4566,時碩工業股份有限公司,45663,時碩工業三,2023-11-27,2024-06-04,2024-06-05,0.661238,67.2895,60.6202,55.2959,22776010.0,3627648.5,6.2785,2024-04,0.1934,0.17217308068324086,False,2024Q1,1.47,61130.0,0.23074312024029855,0.05796026881883552,,-24.7826,False,-36.8153,46.4968
2368,金像電子股份有限公司,23682,金像電二,2023-12-05,2024-01-30,2024-01-31,0.250488,212.5423,207.2478,202.9073,21332993.0,7083392.95,3.0117,2023-12,-0.0109,-0.14671485131744705,False,,,,,,,-2.3863,False,-25.1482,22.1505
8996,高力熱處理工業股份有限公司,89964,高力四,2023-12-06,2023-12-07,2023-12-08,0.284167,246.5529,245.4881,236.7517,12729733.0,5673421.1,2.2437,2023-10,0.0377,-0.12980204036141452,False,,,,,,,31.4869,True,-20.8333,105.8557
5388,中磊電子股份有限公司,53887,中磊七,2023-12-06,2023-12-14,2023-12-15,0.257346,118.3135,115.7866,113.0792,21633021.0,3478481.05,6.2191,2023-11,-0.0248,0.10151052723142412,False,,,,,,,-18.0009,False,-31.5454,7.0671
3548,兆利科技工業股份有限公司,35482,兆利二,2024-01-08,2024-01-17,2024-01-18,0.276889,201.4138,189.8512,187.9629,5528850.0,9409227.05,0.5876,2023-12,0.20489999999999997,-0.18926923926052452,False,,,,,,,-25.5567,False,-38.4321,36.902
8210,勤誠興業股份有限公司,82101,勤誠一,2024-01-19,2024-04-19,2024-04-22,0.379785,251.3948,250.9158,249.5985,10112603.0,4364208.0,2.3172,2024-03,0.5440999999999999,0.7869868371139004,False,,,,,,,-18.5319,False,-30.4359,27.0567
3479,安勤科技股份有限公司,34793,安勤三,2024-01-22,2024-03-26,2024-03-27,0.536147,107.0768,104.944,102.9417,0.0,1833250.0,0.0,2024-02,-0.17420000000000002,-0.014559535259787785,False,,,,,,,-3.6179,False,-31.8735,3.125
8299,群聯電子股份有限公司,82992,群聯二,2024-01-23,2024-02-22,2024-02-23,0.30571,524.1411,510.7182,498.6376,6133000.0,1941250.0,3.1593,2024-01,0.767,-0.018491940580779936,False,,,,,,,-8.9871,False,-33.2068,28.268
6139,亞翔工程股份有限公司,61394,亞翔四,2024-01-25,2024-03-21,2024-03-22,1.023318,166.8237,163.9042,161.3324,19790761.0,9477403.65,2.0882,2024-02,0.7382,-0.2329971843213801,False,,,,,,,37.5943,False,-2.7919,85.7868
6274,台燿科技股份有限公司,62744,台燿四,2024-05-06,2024-09-03,2024-09-04,0.354691,162.4904,157.2884,153.8835,17897000.0,7084500.0,2.5262,2024-07,0.6516,0.10207494258294132,True,2024Q2,4.21,1430557.0,0.23422870163048304,0.1411070121620422,True,91.9868,True,-30.9524,132.5694
3483,力致科技股份有限公司,34834,力致四,2024-05-22,2024-08-27,2024-08-28,0.2882,142.1041,139.5319,132.5543,2068850.0,2380787.5,0.869,2024-07,0.05,0.0810004320059846,True,2024Q2,4.33,158983.0,0.19962112734284823,0.038845809139661465,True,-26.1364,False,-48.0682,3.9773
8112,至上電子股份有限公司,811210,至上十,2024-05-24,2024-06-07,2024-06-11,0.78599,70.891,70.6013,70.5842,15578045.0,14691009.6,1.0604,2024-04,0.7081000000000001,-0.1552190856474804,False,2024Q1,0.91,1282515.0,0.032308484298829446,0.02297495680176434,,-36.3646,False,-48.7587,3.8392
6515,穎崴科技股份有限公司,65151,穎崴一,2024-05-31,2024-06-13,2024-06-14,0.209893,886.9997,870.8036,861.9782,1673787.0,741324.9,2.2578,2024-05,-0.0885,-0.24240773062023754,False,2024Q1,5.81,222232.0,0.43351275489759367,0.2070977133069544,,15.8011,False,-29.508,53.7273
6546,正基科技股份有限公司,65461,正基一,2024-06-05,2024-06-05,2024-06-06,1.660956,138.6631,138.0275,134.7811,10559000.0,2256050.0,4.6803,2024-04,0.177,0.013814000703963108,True,2024Q1,0.98,37354.0,0.2043530346062213,0.0718275707574834,,-46.7206,False,-55.1833,46.0117
3583,辛耘企業股份有限公司,35831,辛耘一,2024-06-07,2024-07-01,2024-07-02,0.72204,349.3449,346.5694,339.4224,11850966.0,3173021.25,3.7349,2024-05,0.4105,0.009536568737811743,True,2024Q1,2.61,206176.0,0.27155945563271155,0.09185774737871985,,-10.0381,False,-48.5388,33.418
1560,中國砂輪企業股份有限公司,15601,中砂一,2024-06-24,2024-06-27,2024-06-28,0.431203,305.2903,297.5652,288.4466,6902358.0,5097140.05,1.3542,2024-05,0.1235,0.13065997682869998,True,2024Q1,1.77,261347.0,0.3236265796042824,0.16383563464390807,,-3.1441,False,-49.5064,21.7967
6187,萬潤科技股份有限公司,61875,萬潤五,2024-07-10,2024-08-13,2024-08-14,0.306631,271.5333,264.0232,261.019,7288000.0,4407634.2,1.6535,2024-07,4.7145,0.08826063633933862,True,2024Q1,2.07,182731.0,0.5169479806514242,0.2526861498380705,,19.9488,False,-34.9515,79.9353
2439,美律實業股份有限公司,24394,美律四,2024-07-10,2024-08-19,2024-08-20,0.449065,119.5418,113.9056,113.8147,6211275.0,3713504.15,1.6726,2024-07,0.5893,0.16595132403964602,True,2024Q2,3.94,588384.0,0.1288399878805104,0.031552715757749636,True,-13.9212,False,-32.953,1.6964
3324,雙鴻科技股份有限公司,33245,雙鴻五,2024-07-31,2024-09-26,2024-09-27,0.786407,636.2461,618.5077,594.0442,11802000.0,4239500.0,2.7838,2024-08,0.20129999999999998,0.04136727976427118,False,2024Q2,11.64,1015984.0,0.26726238010708797,0.13665898754809874,True,16.4401,False,-44.3662,35.7278
6269,台郡科技股份有限公司,62695,台郡五,2024-08-02,2025-07-25,2025-07-28,0.284962,64.58,64.19,62.335,16607479.0,6491916.0,2.5582,2025-06,-0.1462,-0.03249296623177069,False,2025Q1,-1.76,-841099.0,0.005264433196928246,-0.16265325267248837,False,,,-28.1296,35.1988
1536,和大工業股份有限公司,15364,和大四,2024-08-12,2025-08-05,2025-08-06,0.333074,57.6,57.19,55.88,7478610.0,2132954.95,3.5062,2025-06,-0.5246,0.00441542500596679,False,2025Q1,-0.37,-75062.0,0.06925561256072779,-0.060818540977283994,False,,,-24.1857,25.57
6830,汎銓科技股份有限公司,68301,汎銓一,2024-08-15,2024-10-11,2024-10-14,0.825118,182.1518,180.6669,173.1184,8836603.0,4157485.3,2.1255,2024-09,0.0089,-0.025563293732077018,False,2024Q2,0.67,89427.0,0.2856752480029487,0.09471774372922717,True,-20.7864,False,-51.9024,13.4146
3376,新日興股份有限公司,33763,新日興三,2024-08-23,2024-11-20,2024-11-21,0.535824,180.7583,176.6191,175.2557,6016549.0,3254062.3,1.8489,2024-10,0.2336,-0.04148422718388089,False,2024Q3,5.63,1046301.0,0.19132387928251765,0.10424107231810882,False,-3.0561,False,-13.8298,60.9043
3491,昇達科技股份有限公司,34912,昇達科二,2024-08-28,2024-08-28,2024-08-29,0.527559,323.7576,323.1684,307.0149,2530000.0,2433100.0,1.0398,2024-07,0.5702,0.0509617634670286,True,2024Q2,4.03,274634.0,0.5135971328126878,0.253943214748705,True,19.4869,False,-18.3704,47.2593
3033,威健實業股份有限公司,30337,威健七,2024-09-11,2024-12-02,2024-12-03,0.276589,32.9582,32.7088,32.6923,5140390.0,2120248.3,2.4244,2024-10,0.35960000000000003,-0.1971989119538244,False,2024Q3,2.0,1876682.0,0.058200568679356,0.028875747744328873,False,-10.6619,False,-21.9274,4.4693
2383,台光電子材料股份有限公司,23836,台光電六,2024-09-25,2024-11-21,2024-11-22,0.33044,439.3361,434.4009,428.0838,13505389.0,4497329.85,3.003,2024-10,0.3378,-0.020665542755613314,False,2024Q3,20.14,8626457.0,0.27695013445816197,0.18829047223634254,False,178.2362,True,-14.6751,223.9009
6182,合晶科技股份有限公司,61828,合晶八,2024-09-27,2024-11-07,2024-11-08,0.253546,30.31,30.145,30.13,4440000.0,1680150.0,2.6426,2024-09,-0.09849999999999999,0.022543869425138294,True,2024Q2,0.01,106358.0,0.23881128878559305,0.025049919427053573,True,-8.8748,False,-49.7623,18.225
6197,佳必琪國際股份有限公司,61973,佳必琪三,2024-10-15,2025-05-15,2025-05-16,0.230166,128.8315,125.8801,119.2511,1783403.0,1442228.75,1.2366,2025-04,0.4324,0.19917765600694146,True,2025Q1,1.63,298974.0,0.3324631470740286,0.17868342492402306,False,60.3948,False,-6.7728,90.1247
3013,晟銘電子科技股份有限公司,30134,晟銘電四,2024-10-18,2024-10-18,2024-10-21,0.718095,147.0853,136.7279,132.0943,70221480.0,32321126.5,2.1726,2024-09,0.2267,0.0320091790476738,False,2024Q2,1.36,299493.0,0.1507083337946884,0.0736920584186225,True,-20.1088,False,-52.7329,9.3168
9958,世紀鋼鐵結構股份有限公司,99587,世紀鋼七,2024-10-28,2025-06-05,2025-06-06,0.365906,185.5113,178.7601,177.4148,19280347.0,4739678.25,4.0679,2025-04,0.3097,0.04629054894443396,False,2025Q1,1.41,816307.0,0.24694473095658745,0.20840958527792813,True,-40.8293,False,-50.854,18.4211
6584,南俊國際股份有限公司,65841,南俊國際一,2024-10-29,2025-06-09,2025-06-10,0.753542,144.8252,135.3823,135.3326,4963005.0,847807.2,5.8539,2025-04,0.2036,0.005655300621300327,True,2025Q1,1.0,72006.0,0.3018036593666173,0.14414461304400047,True,267.5564,True,-0.304,422.8963
6442,光紅建聖股份有限公司,64421,光聖一,2024-11-11,2024-11-25,2024-11-26,0.289593,503.0174,500.7613,497.0338,4893817.0,4100397.0,1.1935,2024-10,1.5419,0.04668917691559725,False,2024Q3,8.52,842396.0,0.5656522946917364,0.21547884158597683,False,152.9385,True,-44.717,161.5942
3702,大聯大控股股份有限公司,37022,大聯大二,2024-11-11,2025-03-03,2025-03-04,0.374734,67.0781,66.8678,66.6432,10832561.0,3050039.6,3.5516,2025-01,0.0321,-0.21241614235592757,False,2024Q3,3.11,10831945.0,0.03539222848252447,0.016691602725615113,False,5.248,False,-22.3547,11.4754
4979,華星光通科技股份有限公司,49793,華星光三,2024-12-09,2025-01-07,2025-01-08,0.26839,194.0552,184.9296,178.9609,21796000.0,24449600.0,0.8915,2024-11,-0.0604,0.11292348963960136,True,2024Q3,2.71,346745.0,0.18760073626688717,0.1443007358091133,False,55.8008,False,-39.25,69.4145
8096,擎亞電子股份有限公司,80962,擎亞二,2026-07-02,2026-07-08,2026-07-09,0.220968,160.4,155.45,149.175,14701716.0,7139078.55,2.0593,2026-05,1.545,-0.08620610510766497,False,2025Q4,0.89,451548.0,0.03624078089418229,0.01301455717308328,True,,,-15.6342,4.4248
